,date,time,tier,type,tournament,score,opponent,team,GF,GA
50,2021-04-29,15:45 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers Finals,2 : 0,XSET,NRG,2 , 0
51,2021-04-24,16:15 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 2,0 : 2,SEN,NRG,0 , 2
52,2021-04-24,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 2,0 : 2,C9 B,NRG,0 , 2
53,2021-04-23,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 2,2 : 1,IMT,NRG,2 , 1
54,2021-04-22,14:30 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 2,2 : 0,BBG,NRG,2 , 0
55,2021-04-17,17:00 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 2 Challengers 2 - Qualifier,2 : 0,LG,NRG,2 , 0
56,2021-04-16,18:30 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 2 Challengers 2 - Qualifier,2 : 1,SS,NRG,2 , 1
57,2021-04-16,15:00 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 2 Challengers 2 - Qualifier,2 : 0,OOKERS,NRG,2 , 0
58,2021-04-03,15:00 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 2 Challengers 1 - Qualifier,0 : 2,XSET,NRG,0 , 2
59,2021-04-02,15:00 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 2 Challengers 1 - Qualifier,2 : 0,SSG,NRG,2 , 0
60,2021-03-05,18:10 EST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 3,0 : 2,Gen.G,NRG,0 , 2
61,2021-03-05,15:00 EST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 3,1 : 2,FaZe,NRG,1 , 2
62,2021-03-04,17:00 EST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 3,2 : 1,100T,NRG,2 , 1
63,2021-02-27,17:00 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 3 - Qualifier,2 : 0,Demon,NRG,2 , 0
64,2021-02-26,17:30 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 3 - Qualifier,2 : 1,OTW,NRG,2 , 1
65,2021-02-26,15:00 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 3 - Qualifier,2 : 0,Time In,NRG,2 , 0
66,2021-02-12,17:00 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 2 - Qualifier,0 : 2,ABX,NRG,0 , 2
67,2021-02-12,15:00 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 2 - Qualifier,2 : 0,FUNS,NRG,2 , 0
68,2021-02-04,16:30 PST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 1,0 : 2,XSET,NRG,0 , 2
69,2021-02-04,12:00 PST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 1,0 : 2,Gen.G,NRG,0 , 2
70,2021-01-30,15:00 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 1 - Qualifier,0 : 2,NV,NRG,0 , 2
71,2021-01-29,15:00 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 1 - Qualifier,2 : 0,Gen.G,NRG,2 , 0
72,2021-01-28,19:15 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 1 - Qualifier,2 : 0,CN,NRG,2 , 0
73,2021-01-28,16:00 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 1 - Qualifier,2 : 1,DIG,NRG,2 , 1
74,2021-01-16,14:45 PST,B-Tier,Online,Nerd Street Gamers - Winter Championship,1 : 2,LG,NRG,1 , 2
75,2021-01-15,10:00 PST,B-Tier,Online,Nerd Street Gamers - Winter Championship,2 : 1,SEN,NRG,2 , 1
76,2021-01-13,14:15 PST,B-Tier,Online,Nerd Street Gamers - Winter Championship,2 : 0,MR,NRG,2 , 0
77,2021-01-10,10:00 PST,B-Tier,Online,NSG x Complexity Invitational,1 : 2,BBG,NRG,1 , 2
78,2021-01-09,14:00 PST,B-Tier,Online,NSG x Complexity Invitational,2 : 1,RNG,NRG,2 , 1
79,2021-01-09,13:00 PST,B-Tier,Online,NSG x Complexity Invitational,13  :  7,Prospects,NRG,13  ,  7
80,2020-12-27,14:00 PST,B-Tier,Online,Nerd Street Gamers - Monthly December,2 : 1,BBG,NRG,2 , 1
81,2020-12-27,12:00 PST,B-Tier,Online,Nerd Street Gamers - Monthly December,2 : 0,SSG,NRG,2 , 0
82,2020-12-27,10:00 PST,B-Tier,Online,Nerd Street Gamers - Monthly December,2 : 0,P1,NRG,2 , 0
83,2020-12-26,16:00 PST,B-Tier,Online,Nerd Street Gamers - Monthly December,2 : 0,RADIANT,NRG,2 , 0
84,2020-12-26,11:00 PST,B-Tier,Online,Nerd Street Gamers - Monthly December,2 : 0,303,NRG,2 , 0
85,2020-12-26,10:00 PST,B-Tier,Online,Nerd Street Gamers - Monthly December,13  :  2,Sailor,NRG,13  ,  2
86,2020-12-19,17:15 EST,B-Tier,Online,Pittsburgh Knights Before Christmas,0 : 2,DIG,NRG,0 , 2
87,2020-12-19,15:30 EST,B-Tier,Online,Pittsburgh Knights - Before Christmas - Group Stage,12  :  14,RISE,NRG,12  ,  14
88,2020-12-19,14:00 EST,B-Tier,Online,Pittsburgh Knights - Before Christmas - Group Stage,13  :  4,303,NRG,13  ,  4
89,2020-12-19,13:00 EST,B-Tier,Online,Pittsburgh Knights - Before Christmas - Group Stage,13  :  8,Serenity,NRG,13  ,  8
90,2020-11-20,17:30 EST,A-Tier,Online,First Strike North America - UMG Tournament,0 : 2,FaZe,NRG,0 , 2
91,2020-11-20,14:00 EST,A-Tier,Online,First Strike North America - UMG Tournament,2 : 0,ABX,NRG,2 , 0
92,2020-11-19,15:00 EST,A-Tier,Online,First Strike North America - UMG Tournament,1 : 2,TSM,NRG,1 , 2
93,2020-11-14,17:45 PST,A-Tier (Qual.),Online,UMG Tournament - Qualifier #2,2 : 1,beast,NRG,2 , 1
94,2020-11-14,14:30 PST,A-Tier (Qual.),Online,UMG Tournament - Qualifier #2,1 : 2,FaZe,NRG,1 , 2
95,2020-11-14,12:00 PST,A-Tier (Qual.),Online,UMG Tournament - Qualifier #2,2 : 0,Elevate,NRG,2 , 0
96,2020-11-13,16:15 PST,A-Tier (Qual.),Online,UMG Tournament - Qualifier #2,2 : 1,SOR,NRG,2 , 1
97,2020-11-11,16:00 PST,A-Tier (Qual.),Online,UMG Tournament - Qualifier #1,1 : 2,ABX,NRG,1 , 2
98,2020-10-27,14:00 PDT,A-Tier (Qual.),Online,NSG Tournament - Qualifier,1 : 2,COL,NRG,1 , 2
0,2022-06-03,23:55 UTC,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,1 : 2,EG,OpTic Gaming,1 , 2
1,2022-05-28,16:15 EDT,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,2 : 0,SEN,OpTic Gaming,2 , 0
2,2022-05-22,16:15 EDT,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,2 : 1,C9,OpTic Gaming,2 , 1
3,2022-05-14,16:10 EDT,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,2 : 0,FaZe,OpTic Gaming,2 , 0
4,2022-04-24,17:15 GMT,S-Tier,Offline,VCT 2022: Stage 1 Masters - Reykjavík,3 : 0,LLL,OpTic Gaming,3 , 0
5,2022-04-23,17:15 GMT,S-Tier,Offline,VCT 2022: Stage 1 Masters - Reykjavík,3 : 0,ZETA,OpTic Gaming,3 , 0
6,2022-04-22,17:15 GMT,S-Tier,Offline,VCT 2022: Stage 1 Masters - Reykjavík,1 : 2,LLL,OpTic Gaming,1 , 2
7,2022-04-17,17:10 GMT,S-Tier,Offline,VCT 2022: Stage 1 Masters - Reykjavík,2 : 1,DRX,OpTic Gaming,2 , 1
8,2022-04-15,21:00 GMT,S-Tier,Offline,VCT 2022: Stage 1 Masters - Reykjavík,2 : 1,TGRD,OpTic Gaming,2 , 1
9,2022-04-13,17:15 GMT,S-Tier,Offline,VCT 2022: Stage 1 Masters - Reykjavík,2 : 0,XIA,OpTic Gaming,2 , 0
10,2022-04-12,19:15 GMT,S-Tier,Offline,VCT 2022: Stage 1 Masters - Reykjavík,2 : 0,KRÜ,OpTic Gaming,2 , 0
11,2022-04-10,20:45 GMT,S-Tier,Offline,VCT 2022: Stage 1 Masters - Reykjavík,0 : 2,XIA,OpTic Gaming,0 , 2
12,2022-03-27,12:15 PST,A-Tier,Online,VCT 2022: North America Stage 1 Challengers,2 : 3,TGRD,OpTic Gaming,2 , 3
13,2022-03-25,12:10 PST,A-Tier,Online,VCT 2022: North America Stage 1 Challengers,2 : 0,TGRD,OpTic Gaming,2 , 0
14,2022-03-19,12:10 PST,A-Tier,Online,VCT 2022: North America Stage 1 Challengers,2 : 1,C9,OpTic Gaming,2 , 1
15,2022-03-17,15:45 PST,A-Tier,Online,VCT 2022: North America Stage 1 Challengers,2 : 1,XSET,OpTic Gaming,2 , 1
16,2022-03-13,14:50 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,2 : 0,PK,OpTic Gaming,2 , 0
17,2022-03-06,16:20 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,1 : 2,V1,OpTic Gaming,1 , 2
18,2022-02-26,13:10 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,2 : 1,SEN,OpTic Gaming,2 , 1
19,2022-02-20,13:20 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,2 : 0,NRG,OpTic Gaming,2 , 0
20,2022-02-13,13:00 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,1 : 2,RISE,OpTic Gaming,1 , 2
0,2022-06-04,20:15 UTC,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,0 : 2,FaZe,Sentinels,0 , 2
1,2022-05-28,16:15 EDT,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,0 : 2,OPTC,Sentinels,0 , 2
2,2022-05-21,18:40 EDT,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,0 : 2,EG,Sentinels,0 , 2
3,2022-05-13,18:30 EDT,A-Tier,Online,VCT 2022: North America Challengers 2 - Group Stage,1 : 2,LG,Sentinels,1 , 2
4,2022-05-08,19:55 EDT,A-Tier (Qual.),Online,VCT 2022: NA Stage 2 Challengers - Open Qualifier 2,2 : 0,AKRW,Sentinels,2 , 0
5,2022-05-08,15:20 EDT,A-Tier (Qual.),Online,VCT 2022: NA Stage 2 Challengers - Open Qualifier 2,2 : 0,SoaR,Sentinels,2 , 0
6,2022-05-07,20:05 EDT,A-Tier (Qual.),Online,VCT 2022: NA Stage 2 Challengers - Open Qualifier 2,2 : 0,DZ,Sentinels,2 , 0
7,2022-05-07,18:00 EDT,A-Tier (Qual.),Online,VCT 2022: NA Stage 2 Challengers - Open Qualifier 2,2 : 0,CD,Sentinels,2 , 0
8,2022-05-06,20:15 EDT,A-Tier (Qual.),Online,VCT 2022: NA Stage 2 Challengers - Open Qualifier 2,0 : 2,AKRW,Sentinels,0 , 2
9,2022-05-01,16:10 EDT,A-Tier (Qual.),Online,VCT 2022: NA Stage 2 Challengers - Open Qualifier 1,1 : 2,LG,Sentinels,1 , 2
10,2022-04-30,22:40 EDT,A-Tier (Qual.),Online,VCT 2022: NA Stage 2 Challengers - Open Qualifier 1,2 : 1,NYFU,Sentinels,2 , 1
11,2022-04-30,16:20 EDT,A-Tier (Qual.),Online,VCT 2022: NA Stage 2 Challengers - Open Qualifier 1,1 : 2,FaZe,Sentinels,1 , 2
12,2022-04-29,20:20 EDT,A-Tier (Qual.),Online,VCT 2022: NA Stage 2 Challengers - Open Qualifier 1,2 : 1,AKRW,Sentinels,2 , 1
13,2022-03-20,14:40 PST,A-Tier,Online,VCT 2022: North America Stage 1 Challengers,1 : 2,V1,Sentinels,1 , 2
14,2022-03-18,15:45 PST,A-Tier,Online,VCT 2022: North America Stage 1 Challengers,0 : 2,TGRD,Sentinels,0 , 2
15,2022-03-13,12:40 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,0 : 2,V1,Sentinels,0 , 2
16,2022-03-04,13:15 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,2 : 1,RISE,Sentinels,2 , 1
17,2022-02-26,13:10 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,1 : 2,OPTC,Sentinels,1 , 2
18,2022-02-18,13:15 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,2 : 1,PK,Sentinels,2 , 1
19,2022-02-12,13:00 PST,A-Tier,Online,VCT 2022: North America Challengers 1 - Group Stage,2 : 1,NRG,Sentinels,2 , 1
20,2021-12-06,20:40 CET,S-Tier,Offline,VALORANT Champions 2021,1 : 2,KRÜ,Sentinels,1 , 2
21,2021-12-04,20:00 CET,S-Tier,Offline,VALORANT Champions 2021,1 : 2,TL,Sentinels,1 , 2
22,2021-12-02,18:40 CET,S-Tier,Offline,VALORANT Champions 2021,2 : 1,FUR,Sentinels,2 , 1
23,2021-09-17,22:55 CEST,S-Tier,Offline,VCT 2021: Stage 3 Masters - Berlin,0 : 2,NV,Sentinels,0 , 2
24,2021-09-16,22:20 CEST,S-Tier,Offline,VCT 2021: Stage 3 Masters - Berlin,2 : 1,F4Q,Sentinels,2 , 1
25,2021-09-15,19:00 CEST,S-Tier,Offline,VCT 2021: Stage 3 Masters - Berlin,0 : 2,G2,Sentinels,0 , 2
26,2021-09-13,20:00 CEST,S-Tier,Offline,VCT 2021: Stage 3 Masters - Berlin,2 : 0,F4Q,Sentinels,2 , 0
27,2021-09-12,18:55 CEST,S-Tier,Offline,VCT 2021: Stage 3 Masters - Berlin,2 : 1,G2,Sentinels,2 , 1
28,2021-08-15,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers Playoffs,3 : 1,100T,Sentinels,3 , 1
29,2021-08-13,14:00 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers Playoffs,2 : 0,100T,Sentinels,2 , 0
30,2021-08-11,17:00 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers Playoffs,2 : 0,NV,Sentinels,2 , 0
31,2021-08-11,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers Playoffs,2 : 1,RISE,Sentinels,2 , 1
32,2021-07-11,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers 1,3 : 1,XSET,Sentinels,3 , 1
33,2021-07-10,17:15 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers 1,2 : 0,100T,Sentinels,2 , 0
34,2021-07-10,15:15 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers 1,2 : 0,NV,Sentinels,2 , 0
35,2021-07-09,17:15 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers 1,2 : 0,KCP,Sentinels,2 , 0
36,2021-07-09,14:00 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers 1,1 : 2,XSET,Sentinels,1 , 2
37,2021-07-08,16:45 PDT,A-Tier,Online,VCT 2021: North America Stage 3 Challengers 1,2 : 1,Gen.G,Sentinels,2 , 1
38,2021-07-03,12:00 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 3 Challengers 1 - Open Qualifier,2 : 1,SQ,Sentinels,2 , 1
39,2021-07-02,14:00 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 3 Challengers 1 - Open Qualifier,2 : 0,EG,Sentinels,2 , 0
40,2021-05-30,19:00 CEST,S-Tier,Offline,VCT 2021: Stage 2 Masters - Reykjavík,3 : 0,FNC,Sentinels,3 , 0
41,2021-05-28,22:00 CEST,S-Tier,Offline,VCT 2021: Stage 2 Masters - Reykjavík,2 : 0,NU,Sentinels,2 , 0
42,2021-05-26,21:30 CEST,S-Tier,Offline,VCT 2021: Stage 2 Masters - Reykjavík,2 : 0,VKS,Sentinels,2 , 0
43,2021-05-26,00:00 CEST,S-Tier,Offline,VCT 2021: Stage 2 Masters - Reykjavík,2 : 0,FNC,Sentinels,2 , 0
44,2021-05-02,13:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers Finals,3 : 0,V1,Sentinels,3 , 0
45,2021-05-01,13:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers Finals,2 : 1,C9 B,Sentinels,2 , 1
46,2021-04-30,13:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers Finals,2 : 1,100T,Sentinels,2 , 1
47,2021-04-29,13:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers Finals,2 : 1,V1,Sentinels,2 , 1
48,2021-04-25,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 2,3 : 0,C9 B,Sentinels,3 , 0
49,2021-04-24,16:15 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 2,2 : 0,NRG,Sentinels,2 , 0
50,2021-04-24,13:45 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 2,2 : 1,ABX,Sentinels,2 , 1
51,2021-04-23,15:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 2,2 : 0,IMT,Sentinels,2 , 0
52,2021-04-22,17:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 2,2 : 1,T1,Sentinels,2 , 1
53,2021-04-22,12:00 PDT,A-Tier,Online,VCT 2021: North America Stage 2 Challengers 2,0 : 2,ABX,Sentinels,0 , 2
54,2021-04-17,15:00 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 2 Challengers 2 - Qualifier,2 : 0,NBL,Sentinels,2 , 0
55,2021-04-16,16:45 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 2 Challengers 2 - Qualifier,2 : 0,RISE,Sentinels,2 , 0
56,2021-04-16,15:00 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 2 Challengers 2 - Qualifier,2 : 0,GT,Sentinels,2 , 0
57,2021-04-03,15:00 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 2 Challengers 1 - Qualifier,0 : 2,BBG,Sentinels,0 , 2
58,2021-04-02,15:00 PDT,A-Tier (Qual.),Online,VCT 2021: North America Stage 2 Challengers 1 - Qualifier,2 : 0,SQ,Sentinels,2 , 0
59,2021-03-21,13:00 PDT,A-Tier,Online,VCT 2021: North America Stage 1 Masters,3 : 0,FaZe,Sentinels,3 , 0
60,2021-03-19,17:30 PDT,A-Tier,Online,VCT 2021: North America Stage 1 Masters,2 : 0,FaZe,Sentinels,2 , 0
61,2021-03-14,14:15 PDT,A-Tier,Online,VCT 2021: North America Stage 1 Masters,2 : 0,100T,Sentinels,2 , 0
62,2021-03-12,12:00 PST,A-Tier,Online,VCT 2021: North America Stage 1 Masters,2 : 1,LG,Sentinels,2 , 1
63,2021-02-23,15:00 EST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 2,0 : 3,NV,Sentinels,0 , 3
64,2021-02-22,19:15 EST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 2,2 : 0,IMT,Sentinels,2 , 0
65,2021-02-22,17:30 EST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 2,2 : 0,XSET,Sentinels,2 , 0
66,2021-02-21,18:15 EST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 2,2 : 0,100T,Sentinels,2 , 0
67,2021-02-21,15:00 EST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 2,1 : 2,NV,Sentinels,1 , 2
68,2021-02-20,15:00 EST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 2,2 : 0,FaZe,Sentinels,2 , 0
69,2021-02-07,12:00 PST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 1,3 : 1,IMT,Sentinels,3 , 1
70,2021-02-06,16:45 PST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 1,2 : 1,LG,Sentinels,2 , 1
71,2021-02-06,14:30 PST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 1,2 : 0,XSET,Sentinels,2 , 0
72,2021-02-05,14:30 PST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 1,2 : 1,Gen.G,Sentinels,2 , 1
73,2021-02-04,17:00 PST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 1,2 : 0,ABX,Sentinels,2 , 0
74,2021-02-04,14:15 PST,A-Tier,Online,VCT 2021: North America Stage 1 Challengers 1,0 : 2,LG,Sentinels,0 , 2
75,2021-01-30,16:45 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 1 - Qualifier,1 : 2,IMT,Sentinels,1 , 2
76,2021-01-29,15:00 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 1 - Qualifier,2 : 0,ABX,Sentinels,2 , 0
77,2021-01-28,18:30 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 1 - Qualifier,2 : 0,BBG,Sentinels,2 , 0
78,2021-01-28,16:00 PST,A-Tier (Qual.),Online,VCT 2021: North America Stage 1 Challengers 1 - Qualifier,2 : 1,Serenity,Sentinels,2 , 1
79,2021-01-17,14:00 PST,B-Tier,Online,Nerd Street Gamers - Winter Championship,2 : 3,LG,Sentinels,2 , 3
80,2021-01-16,16:30 PST,B-Tier,Online,Nerd Street Gamers - Winter Championship,2 : 0,ABX,Sentinels,2 , 0
81,2021-01-16,12:00 PST,B-Tier,Online,Nerd Street Gamers - Winter Championship,2 : 1,NV,Sentinels,2 , 1
82,2021-01-15,13:00 PST,B-Tier,Online,Nerd Street Gamers - Winter Championship,2 : 0,SSG,Sentinels,2 , 0
83,2021-01-15,10:00 PST,B-Tier,Online,Nerd Street Gamers - Winter Championship,1 : 2,NRG,Sentinels,1 , 2
84,2021-01-13,14:00 PST,B-Tier,Online,Nerd Street Gamers - Winter Championship,2 : 0,SSG,Sentinels,2 , 0
85,2020-12-13,19:00 PDT,A-Tier,Online,JBL Quantum Cup,2 : 0,FaZe,Sentinels,2 , 0
86,2020-12-13,14:00 PDT,A-Tier,Online,JBL Quantum Cup,2 : 1,100T,Sentinels,2 , 1
87,2020-12-12,18:00 PDT,A-Tier,Online,JBL Quantum Cup,13  :  3,C9 B,Sentinels,13  ,  3
88,2020-12-12,16:00 PDT,A-Tier,Online,JBL Quantum Cup,13  :  1,TSM,Sentinels,13  ,  1
89,2020-12-12,14:00 PDT,A-Tier,Online,JBL Quantum Cup,10  :  13,Gen.G,Sentinels,10  ,  13
90,2020-12-05,16:15 PDT,A-Tier,Online,First Strike North America,1 : 2,100T,Sentinels,1 , 2
91,2020-12-04,14:00 PDT,A-Tier,Online,First Strike North America,2 : 0,FaZe,Sentinels,2 , 0
92,2020-11-07,20:30 EST,A-Tier (Qual.),Online,First Strike North America - NSG Tournament,1 : 2,100T,Sentinels,1 , 2
93,2020-11-07,15:00 EST,A-Tier (Qual.),Online,First Strike North America - NSG Tournament,2 : 1,T1,Sentinels,2 , 1
94,2020-11-06,19:00 EST,A-Tier,Online,First Strike North America - NSG Tournament,2 : 0,NV,Sentinels,2 , 0
95,2020-11-05,15:00 EST,A-Tier,Online,First Strike North America - NSG Tournament,2 : 0,DIG,Sentinels,2 , 0
96,2020-10-28,14:00 PDT,A-Tier (Qual.),Online,NSG Tournament - Qualifier,0 : 2,Gen.G,Sentinels,0 , 2
97,2020-10-27,17:30 PDT,A-Tier (Qual.),Online,NSG Tournament - Qualifier,2 : 0,SUP,Sentinels,2 , 0
98,2020-10-27,14:00 PDT,A-Tier (Qual.),Online,NSG Tournament - Qualifier,2 : 0,Shiba,Sentinels,2 , 0
99,2020-08-30,15:00 PDT,A-Tier,Online,Pop Flash,3 : 0,NV,Sentinels,3 , 0
100,2020-08-29,17:45 PDT,A-Tier,Online,Pop Flash,2 : 1,C9,Sentinels,2 , 1
101,2020-08-29,09:00 PDT,A-Tier,Online,Pop Flash,2 : 0,DIG,Sentinels,2 , 0
102,2020-08-27,17:40 PDT,A-Tier,Online,Pop Flash,2 : 0,IMT,Sentinels,2 , 0
103,2020-08-26,14:45 PDT,A-Tier,Online,Pop Flash,2 : 0,NV,Sentinels,2 , 0
104,2020-08-09,16:30 PDT,A-Tier,Online,FaZe Clan Invitational,2 : 3,TSM,Sentinels,2 , 3
105,2020-08-09,14:00 PDT,A-Tier,Online,FaZe Clan Invitational,2 : 0,IMT,Sentinels,2 , 0
106,2020-08-08,17:00 PDT,A-Tier,Online,FaZe Clan Invitational,0 : 2,TSM,Sentinels,0 , 2
107,2020-08-08,14:00 PDT,A-Tier,Online,FaZe Clan Invitational,2 : 1,NV,Sentinels,2 , 1
108,2020-08-07,14:00 PDT,A-Tier,Online,FaZe Clan Invitational,2 : 0,FaZe,Sentinels,2 , 0
109,2020-08-06,16:30 PDT,A-Tier,Online,FaZe Clan Invitational,2 : 1,Gen.G,Sentinels,2 , 1
110,2020-08-06,14:00 PDT,A-Tier,Online,FaZe Clan Invitational,2 : 0,Lemonade,Sentinels,2 , 0
111,2020-08-02,20:00 EDT,B-Tier,Online,30Bomb: Summer Cup - 2020,3 : 1,TSM,Sentinels,3 , 1
112,2020-08-02,16:00 EDT,B-Tier,Online,30Bomb: Summer Cup - 2020,2 : 0,TSM,Sentinels,2 , 0
113,2020-08-01,21:00 EDT,B-Tier,Online,30Bomb: Summer Cup - 2020,2 : 1,IMT,Sentinels,2 , 1
114,2020-08-01,19:00 EDT,B-Tier,Online,30Bomb: Summer Cup - 2020,2 : 1,RNG,Sentinels,2 , 1
115,2020-08-02,00:00 CEST,B-Tier,Online,30Bomb: Summer Cup - 2020,13  :  5,PIZZA,Sentinels,13  ,  5
116,2020-08-01,23:00 CEST,B-Tier,Online,30Bomb: Summer Cup - 2020,13  :  3,T1.A,Sentinels,13  ,  3
117,2020-08-01,22:00 CEST,B-Tier,Online,30Bomb: Summer Cup - 2020,13  :  7,P1,Sentinels,13  ,  7
118,2020-07-26,21:00 UTC,B-Tier,Online,PAX Arena Invitational,3 : 1,C9,Sentinels,3 , 1
119,2020-07-25,21:25 UTC,B-Tier,Online,PAX Arena Invitational,2 : 0,TSM,Sentinels,2 , 0
120,2020-07-24,21:30 UTC,B-Tier,Online,PAX Arena Invitational,2 : 1,Gen.G,Sentinels,2 , 1
121,2020-07-24,02:00 UTC,B-Tier,Online,PAX Arena Invitational,2 : 0,RNG,Sentinels,2 , 0
122,2020-07-23,21:00 UTC,B-Tier,Online,PAX Arena Invitational,2 : 0,C9,Sentinels,2 , 0
123,2020-07-23,02:00 UTC,B-Tier,Online,PAX Arena Invitational,2 : 0,COL,Sentinels,2 , 0
124,2020-07-22,23:30 UTC,B-Tier,Online,PAX Arena Invitational,2 : 0,OWL,Sentinels,2 , 0
125,2020-07-12,17:00 PDT,B-Tier,Online,Pulse Invitational,2 : 0,twat,Sentinels,2 , 0
126,2020-07-12,14:00 PDT,B-Tier,Online,Pulse Invitational,1 : 2,Gen.G,Sentinels,1 , 2
127,2020-07-11,20:00 PDT,B-Tier,Online,Pulse Invitational,2 : 0,IMT,Sentinels,2 , 0
128,2020-07-10,20:00 PDT,B-Tier,Online,Pulse Invitational,13  :  2,Orbit,Sentinels,13  ,  2
129,2020-07-10,19:00 PDT,B-Tier,Online,Pulse Invitational,12  :  13,T1.A,Sentinels,12  ,  13
130,2020-07-10,18:00 PDT,B-Tier,Online,Pulse Invitational,13  :  3,twat,Sentinels,13  ,  3
131,2020-07-08,14:30 PDT,Show M.,Online,Gamers For Equality,2 : 1,twat,Sentinels,2 , 1
132,2020-07-08,13:00 PDT,Show M.,Online,Gamers For Equality,13  :  4,Gen.G,Sentinels,13  ,  4
